genome,cluster,type,contig,start,end
NT12432_398,1,RiPP-like,c00035_DC-5012..,1914,10808
NT12432_398,1,thiopeptide,c00038_DC-5012..,214385,240677
NT12433,1,NRPS,12,81644,125526
NT12433,1,thiopeptide,21,28874,55167
NT12433,1,siderophore,46,0,13401
NT12435_399,1,NRPS,c00029_DC-5041..,49567,93449
NT12435_399,1,thiopeptide,c00044_DC-5041..,85879,112172
NT12437,1,thiopeptide,3,284601,310894
NT12437,1,NRPS,14,89927,133809
NT12439,1,thiopeptide,3,219512,245805
NT12439,1,NRPS,14,4876,48758
NT12439,1,RiPP-like,61,7463,16520
NT12440_401,1,NRPS,c00065_DC-5079..,0,28764
NT12440_401,1,thiopeptide,c00069_DC-5079..,28872,55165
NT12441,1,thiopeptide,2,102845,129138
NT12441,1,NRPS,9,47505,91387
NT12441,1,RiPP-like,195,0,3511
NT12441,1,RiPP-like,208,0,2704
NT12442_402,1,thiopeptide,c00015_DC-5105..,126816,153109
NT12442_402,1,NRPS,c00041_DC-5105..,59170,103052
NT12443,1,NRPS,11,0,28682
NT12443,1,thiopeptide,16,17796,44089
NT12446,1,NRPS,5,6298,50180
NT12446,1,arylpolyene,8,0,38313
NT12446,2,thiopeptide,8,144344,170637
NT12446,1,NRPS|T1PKS,15,76,119625
NT12446,1,siderophore,31,15121,26610
NT12447_15,1,NRPS,c00013_B367_co..,0,29034
NT12447_15,1,thiopeptide,c00020_B367_co..,13271,39564
NT12447_15,2,arylpolyene|ladderane,c00020_B367_co..,162222,204781
NT12448_16,1,NRPS,c00017_B671_co..,0,28901
NT12448_16,1,thiopeptide,c00020_B671_co..,170221,196513
NT12448_16,1,NRPS|T1PKS,c00044_B671_co..,236289,291976
NT12449_33,1,NRPS,c0472,59349,103231
NT12450_34,1,NRPS,c00009_E1520_c..,0,29137
NT12450_34,1,thiopeptide,c00017_E1520_c..,61073,87367
NT12451_76,1,NRPS,c00020_H001_co..,16735,60617
NT12451_76,1,thiopeptide,c00027_H001_co..,139002,165295
NT12451_76,1,NRPS|T1PKS|NRPS-like,c00043_H001_co..,149981,220254
NT12451_76,1,NRPS-like,c00044_H001_co..,0,4809
NT12451_76,1,NRPS|T1PKS,c00045_H001_co..,0,43939
NT12452_77,1,NRPS,c00035_H296_co..,7636,31604
NT12452_77,1,thiopeptide,c00044_H296_co..,39227,65520
NT12452_77,1,T1PKS|NRPS|NRPS-like,c00082_H296_co..,0,45477
NT12452_77,1,NRPS-like,c00083_H296_co..,0,4790
NT12452_77,1,NRPS|T1PKS,c00084_H296_co..,0,41896
NT12453_78,1,NRPS,c00029_H378_co..,7772,51654
NT12453_78,1,thiopeptide,c00032_H378_co..,22631,48924
NT12453_78,1,arylpolyene,c00033_H378_co..,26527,62255
NT12453_78,1,NRPS|T1PKS|NRPS-like,c00064_H378_co..,208109,278964
NT12453_78,1,NRPS-like,c00065_H378_co..,0,4876
NT12453_78,1,NRPS|T1PKS,c00066_H378_co..,0,44184
NT12453_78,1,siderophore,c00096_H378_co..,0,11367
NT12454_79,1,T1PKS|NRPS,c00013_H397_co..,0,43951
NT12454_79,1,NRPS-like,c00014_H397_co..,0,4927
NT12454_79,1,NRPS|NRPS-like|T1PKS,c00015_H397_co..,21,71025
NT12454_79,1,NRPS,c00029_H397_co..,7991,51873
NT12454_79,1,thiopeptide,c00031_H397_co..,173486,199779
NT12457_191,1,NRPS,c00005_TA014_c..,283729,327611
NT12457_191,1,thiopeptide,c00006_TA014_c..,160357,186650
NT12457_191,1,NRPS|T1PKS,c00010_TA014_c..,314801,370487
NT12458_192,1,NRPS,c00002_TA103_c..,262555,306437
NT12458_192,1,thiopeptide,c00009_TA103_c..,0,24057
NT12458_192,1,NRPS,c00022_TA103_c..,0,6823
NT12459_193,1,thiopeptide,c00041_TA141_c..,14526,40818
NT12459_193,1,NRPS,c00099_TA141_c..,6903,50785
NT12460_195,1,siderophore,c00002_TA464_c..,2026,16441
NT12460_195,1,arylpolyene,c00011_TA464_c..,0,29164
NT12460_195,1,NRPS,c00026_TA464_c..,0,28828
NT12460_195,1,thiopeptide,c00028_TA464_c..,163538,189864
NT12460_195,1,T1PKS|NRPS,c00040_TA464_c..,0,36159
NT12462_213,1,thiopeptide,c0045,68849,95142
NT12462_213,1,NRPS,c1099,59494,103376
NT12531_172,1,NRPS,NC_011415.1,679348,723230
NT12531_172,2,thiopeptide,NC_011415.1,1024289,1050582
NT12532_179,1,NRPS,NC_013654.1,568221,610932
NT12532_179,2,thiopeptide,NC_013654.1,906295,932588
NT12532_179,3,NRPS|T1PKS,NC_013654.1,1920147,1975834
NT12533_5,1,NRPS,NC_008563.1,580504,623078
NT12533_5,2,NRPS|T1PKS,NC_008563.1,2079762,2135119
NT12533_5,1,siderophore,NC_009837.1,140001,154416
NT12534_659,1,NRPS|T1PKS,c0001,390232,445919
NT12534_659,1,arylpolyene,c0235,43769,87357
NT12534_659,1,siderophore,c0641,3672,18087
NT12534_659,1,thiopeptide,c0715,169194,195487
NT12534_659,1,NRPS,c0722,16359,60241
NT12535_660,1,NRPS,c0581,206434,250316
NT12535_660,1,thiopeptide,c1234,476456,502749
NT12536_661,1,NRPS,c1037,0,26759
NT12536_661,1,thiopeptide,c1477,63596,89889
NT12537_662,1,thiopeptide,c0812,31165,57458
NT12537_662,1,NRPS,c0898,13582,57464
NT12538_663,1,ladderane,c0637,66418,108977
NT12538_663,1,thiopeptide,c1464,66457,92750
NT12538_663,1,NRPS,c1527,4056,47938
NT12538_663,1,siderophore,c1719,22578,36993
NT12538_663,1,arylpolyene,c1964,134680,178268
NT12539_664,1,thiopeptide,c0046,126911,153204
NT12539_664,1,NRPS,c0949,0,28764
NT12539_664,1,RiPP-like,c1937,0,3518
NT12540_665,1,NRPS,c0117,57594,86358
NT12540_665,1,NRPS|T1PKS,c0153,0,45303
NT12540_665,1,thiopeptide,c0267,119221,145514
NT12540_665,1,LAP,c0361,48662,60519
NT12542_667,1,NRPS,c0040,0,28764
NT12542_667,1,T1PKS|NRPS,c0117,6169,53626
NT12542_667,1,siderophore,c0286,0,9920
NT12542_667,1,thiopeptide,c0312,94890,121183
NT12543_668,1,NRPS,c1105,57593,86356
NT12543_668,1,thiopeptide,c1322,83349,109642
NT12545_670,1,siderophore,c0313,0,11015
NT12545_670,1,NRPS,c0435,41263,70025
NT12545_670,1,thiopeptide,c0480,31564,57857
NT12545_670,1,T1PKS|NRPS,c0820,18525,72329
NT12546_671,1,thiopeptide,c0465,80806,107099
NT12546_671,1,NRPS,c0553,0,28764
NT12547_672,1,RiPP-like,c1078,14744,25551
NT12547_672,1,NRPS,c1128,57593,86358
NT12547_672,1,thiopeptide,c1198,125871,152164
NT12548_673,1,thiopeptide,c0066,127118,153411
NT12548_673,1,siderophore,c0238,0,13822
NT12548_673,1,NRPS,c0363,39142,83024
NT12549_674,1,thiopeptide,c0375,127010,153303
NT12549_674,1,siderophore,c0446,0,13527
NT12549_674,1,arylpolyene,c0498,0,36769
NT12549_674,1,NRPS,c0941,57593,86357
NT12550_675,1,thiopeptide,c0094,83484,109777
NT12550_675,1,NRPS,c1795,57595,86357
NT12551_676,1,siderophore,c0483,0,11015
NT12551_676,1,T1PKS|NRPS,c0714,0,53404
NT12551_676,1,thiopeptide,c0850,182217,208510
NT12551_676,1,NRPS,c1300,7313,51195
NT12551_676,1,arylpolyene,c1426,88948,132536
NT12552_677,1,NRPS,c0008,142083,185965
NT12552_677,1,thiopeptide,c0098,29906,56199
NT12552_677,1,T1PKS|NRPS,c0202,32599,87932
NT12552_677,1,siderophore,c0283,0,11351
NT12552_677,1,T1PKS|NRPS,c0426,20689,68268
NT12553_678,1,NRPS,c0124,245070,288952
NT12553_678,1,RiPP-like,c0634,0,1305
NT12553_678,1,thiopeptide,c1149,314,26607
NT12553_678,1,siderophore,c1839,3099,17514
NT12553_678,1,T1PKS|NRPS,c2371,29375,85062
NT12554_679,1,thiopeptide,c0824,230363,256656
NT12554_679,2,NRPS,c0824,541467,585349
NT12554_679,1,siderophore,c0834,0,11824
NT12554_679,1,NRPS|T1PKS,c1373,805,119678
NT12554_679,1,LAP,c2011,0,7911
NT12555_680,1,siderophore,c0090,0,13792
NT12555_680,1,NRPS|T1PKS,c0157,15858,71545
NT12555_680,1,arylpolyene,c1263,0,16662
NT12555_680,1,cyclic-lactone-autoinducer,c1265,11761,32280
NT12555_680,1,NRPS,c1542,0,12002
NT12555_680,1,thiopeptide,c2375,126902,153195
NT12556_681,1,T1PKS|NRPS,c0799,5331,61018
NT12556_681,1,siderophore,c2075,2156,16571
NT12556_681,1,NRPS,c2349,76749,110593
NT12556_681,1,thiopeptide,c2412,153054,179347
NT12556_681,1,arylpolyene,c2593,12250,55838
NT12557_682,1,NRPS,c2268,59493,103375
NT12557_682,1,thiopeptide,c2488,126855,153148
NT12558_683,1,T1PKS|NRPS,c0082,20685,69627
NT12558_683,1,siderophore,c0120,5227,19642
NT12558_683,1,NRPS,c0208,141460,185342
NT12558_683,1,thiopeptide,c0254,18463,44756
NT12559_684,1,NRPS|T1PKS,c0013,570364,626051
NT12559_684,1,thiopeptide,c0063,164847,191140
NT12559_684,1,NRPS,c0278,300274,344156
NT12560_685,1,NRPS,c0061,0,24814
NT12560_685,1,T1PKS|NRPS,c0090,18329,65908
NT12560_685,1,siderophore,c0096,5227,19226
NT12560_685,1,thiopeptide,c0183,153179,179472
NT12560_685,1,LAP,c0232,3310,25300
NT12561_686,1,thiopeptide,c0173,197670,223963
NT12561_686,1,siderophore,c0770,4001,15016
NT12561_686,1,NRPS,c1215,122774,166656
NT12561_686,1,T1PKS|NRPS,c1381,447901,503587
NT12562_687,1,arylpolyene,c0428,0,26586
NT12562_687,1,NRPS,c0882,49354,93236
NT12562_687,1,thiopeptide,c0991,244892,271185
NT12562_687,1,NRPS|T1PKS,c1037,439302,559927
NT12563_688,1,T1PKS|NRPS,c0063,4095,51552
NT12563_688,1,NRPS,c0253,0,28765
NT12563_688,1,LAP,c0254,0,16649
NT12563_688,1,siderophore,c0393,0,11015
NT12563_688,1,thiopeptide,c0616,0,20227
NT12565_690,1,NRPS,c0157,0,28765
NT12565_690,1,T1PKS|NRPS,c0533,4402,57857
NT12565_690,1,siderophore,c0604,0,11772
NT12565_690,1,thiopeptide,c0613,133830,160123
NT12566_691,1,NRPS,c0964,346,44228
NT12566_691,1,thiopeptide,c1202,76226,102519
NT12567_692,1,arylpolyene,c0414,0,34173
NT12567_692,1,T1PKS|NRPS,c0747,11269,63802
NT12567_692,1,thiopeptide,c0881,83545,109838
NT12567_692,1,siderophore,c0884,0,13533
NT12567_692,1,NRPS,c0914,59535,103417
NT12568_693,1,NRPS,c0050,57593,86357
NT12568_693,1,thiopeptide,c2480,36414,62707
NT12569_694,1,siderophore,c0011,0,11737
NT12569_694,1,thiopeptide,c0148,0,14677
NT12569_694,1,NRPS,c0248,11152,55034
NT12569_694,1,T1PKS|NRPS,c0262,0,33845
NT12570_695,1,thiopeptide,c0254,24297,50590
NT12570_695,1,RiPP-like,c0257,0,3391
NT12570_695,1,RiPP-like,c0332,0,5722
NT12570_695,1,NRPS,c0639,0,9097
NT12571_696,1,thiopeptide,c0112,127778,154071
NT12571_696,1,arylpolyene,c0305,43769,87357
NT12571_696,1,NRPS,c0360,4794,48676
NT12572_697,1,siderophore,c0034,3497,17912
NT12572_697,1,NRPS|T1PKS,c0186,273265,328952
NT12572_697,1,arylpolyene,c0261,43769,87357
NT12572_697,1,thiopeptide,c0306,26542,51026
NT12572_697,1,NRPS,c0416,7360,51242
NT12573_698,1,thiopeptide,c0283,83545,109838
NT12573_698,1,NRPS,c0706,8315,52197
NT12573_698,1,siderophore,c1275,0,13547
NT12573_698,1,arylpolyene,c1278,0,34173
NT12573_698,1,T1PKS|NRPS,c1469,11269,63802
NT12574_699,1,RiPP-like,c0199,1912,10555
NT12574_699,1,thiopeptide,c0618,126928,153220
NT12574_699,1,T1PKS|NRPS,c1167,38909,91377
NT12574_699,1,NRPS,c1342,0,28765
NT12575_700,1,T1PKS|NRPS,c0861,7325,63012
NT12575_700,1,NRPS,c1075,11778,55660
NT12575_700,1,siderophore,c1289,29115,43530
NT12575_700,1,thiopeptide,c1470,165386,191679
NT12576_701,1,NRPS,c0103,92705,121468
NT12576_701,1,thiopeptide,c1226,54233,80526
NT12577_702,1,thiopeptide,c0045,197489,223782
NT12577_702,1,NRPS|T1PKS,c0149,0,37336
NT12577_702,1,NRPS,c0225,141300,185182
NT12578_703,1,NRPS,c0073,77847,121729
NT12578_703,1,thiopeptide,c0177,165616,191909
NT12579_704,1,NRPS,c0575,4782,48664
NT12579_704,1,NRPS|T1PKS,c0945,192625,247977
NT12579_704,1,thiopeptide,c1413,19914,46207
NT12579_704,1,siderophore,c1847,8600,23015
NT12579_704,1,arylpolyene,c1998,0,42725
NT12579_704,1,NRPS-like,c2098,0,1461
NT12580_705,1,NRPS|T1PKS,c0711,0,51872
NT12580_705,1,thiopeptide,c1746,159164,185457
NT12580_705,1,NRPS,c2229,93470,137352
NT12581_706,1,NRPS|T1PKS,c0006,396285,451972
NT12581_706,1,NRPS,c0845,59536,88301
NT12581_706,1,siderophore,c1549,0,13401
NT12581_706,1,thiopeptide,c2180,126905,153198
NT12582_707,1,arylpolyene,c0002,0,19191
NT12582_707,1,thiopeptide,c0262,17873,44166
NT12582_707,1,T1PKS|NRPS,c0279,4412,60099
NT12582_707,1,siderophore,c0435,0,12425
NT12582_707,1,NRPS,c0459,90669,134551
NT12583_708,1,arylpolyene,c0026,45177,88765
NT12583_708,1,NRPS|T1PKS,c0063,0,36218
NT12583_708,1,siderophore,c0152,3532,17947
NT12583_708,1,NRPS,c0309,0,40961
NT12583_708,1,thiopeptide,c0358,169260,195553
NT12584_709,1,NRPS,c0032,42227,86109
NT12584_709,1,thiopeptide,c0124,26648,52941
NT12585_710,1,thiopeptide,c0025,215610,241903
NT12585_710,1,siderophore,c0122,0,10657
NT12585_710,1,NRPS,c0413,0,29002
NT12585_710,1,T1PKS|NRPS,c1005,7095,62782
NT12586_711,1,thiopeptide,c0306,223867,250160
NT12586_711,1,NRPS|T1PKS,c0415,0,45660
NT12586_711,1,NRPS,c0999,141500,185382
NT12587_712,1,arylpolyene,c0010,0,35954
NT12587_712,2,thiopeptide,c0010,141929,168222
NT12587_712,1,NRPS,c1199,49362,93244
NT12587_712,1,NRPS|T1PKS,c1369,766,121336
NT12588_713,1,siderophore,c0545,5227,19642
NT12588_713,1,NRPS,c1099,54491,98373
NT12588_713,1,thiopeptide,c1143,18463,44756
NT12588_713,1,T1PKS|NRPS,c1691,20616,68195
NT12589_714,1,thiopeptide,c0116,86752,113045
NT12589_714,1,NRPS,c0121,57308,101190
NT12589_714,1,T1PKS|NRPS,c0683,6148,58589
NT12590_715,1,NRPS,c0256,122611,166493
NT12590_715,1,T1PKS|NRPS,c0334,12433,65885
NT12590_715,1,siderophore,c0420,126026,139701
NT12590_715,1,thiopeptide,c0874,215899,242192
NT12591_716,1,NRPS,c0071,257474,301356
NT12591_716,1,T1PKS|NRPS,c0155,0,54924
NT12591_716,1,thiopeptide,c0310,254117,280410
NT12592_717,1,NRPS,c0142,122460,166342
NT12592_717,1,thiopeptide,c0485,154098,180391
NT12592_717,1,NRPS|T1PKS,c0657,702,121290
NT12593_718,1,T1PKS|NRPS,c0190,0,44088
NT12593_718,1,thiopeptide,c0212,14463,40756
NT12593_718,1,NRPS,c0875,68955,112837
NT12593_718,1,siderophore,c1158,0,13645
NT12594_719,1,thiopeptide,c0029,228233,254526
NT12594_719,1,T1PKS|NRPS,c0079,0,49396
NT12594_719,1,NRPS,c0141,6405,50287
NT12595_720,1,NRPS|T1PKS,c0095,21444,71734
NT12595_720,1,arylpolyene,c0128,0,1365
NT12595_720,1,NRPS|T1PKS,c0194,0,66765
NT12595_720,1,arylpolyene,c0256,0,14737
NT12595_720,1,NRPS,c0319,6769,50651
NT12596_721,1,thiopeptide,c0019,185078,211371
NT12596_721,1,NRPS,c0105,0,28953
NT12596_721,1,T1PKS|NRPS,c0176,69559,125246
NT12597_722,1,siderophore,c0433,680,15095
NT12597_722,1,T1PKS|NRPS,c0564,20685,76033
NT12597_722,1,NRPS,c0586,141332,185214
NT12597_722,1,thiopeptide,c0680,23892,50185
NT12598_723,1,NRPS,c0679,122420,166302
NT12598_723,1,thiopeptide,c1532,165715,192008
NT12598_723,1,NRPS|T1PKS,c1559,489942,544460
NT12598_723,2,NRPS|T1PKS,c1559,552379,631610
NT12599_724,1,siderophore,c0228,0,10941
NT12599_724,1,NRPS,c1084,243758,287640
NT12599_724,1,thiopeptide,c1299,20452,46778
NT12599_724,1,T1PKS|NRPS,c1389,3269,49258
NT12600_725,1,thiopeptide,c0184,209748,236041
NT12600_725,1,siderophore,c0223,0,7872
NT12600_725,1,siderophore,c0903,0,4666
NT12600_725,1,NRPS,c1010,122531,151297
NT12600_725,1,NRPS|T1PKS,c1180,173748,216287
NT12601_726,1,T1PKS|NRPS,c0205,15262,70949
NT12601_726,1,NRPS,c0601,122403,166285
NT12601_726,1,siderophore,c0831,0,12582
NT12601_726,1,thiopeptide,c0900,228627,254920
NT12602_727,1,thiopeptide,c0086,226868,253161
NT12602_727,1,NRPS|T1PKS,c0235,14415,70102
NT12602_727,1,NRPS,c0621,132579,176461
NT12603_728,1,NRPS,c0097,19797,63679
NT12603_728,1,arylpolyene,c0775,0,35954
NT12603_728,2,thiopeptide,c0775,141954,168247
NT12603_728,1,NRPS|T1PKS,c0991,741,121303
NT12604_729,1,NRPS,c0091,122574,166456
NT12604_729,1,NRPS|T1PKS|butyrolactone,c0122,8176,141946
NT12604_729,1,thiopeptide,c0693,154199,180492
NT12604_729,2,arylpolyene,c0693,286624,324948
NT12605_730,1,NRPS,c0147,95052,138934
NT12605_730,1,NRPS|T1PKS,c0351,201,120788
NT12605_730,1,thiopeptide,c0949,244833,271126
NT12606_731,1,NRPS,c0916,141411,185293
NT12606_731,1,T1PKS|NRPS,c0938,20685,69192
NT12606_731,1,siderophore,c1108,5227,19642
NT12607_732,1,NRPS|T1PKS,c0004,16842,137120
NT12607_732,1,NRPS,c0228,122573,166455
NT12607_732,1,siderophore,c0239,0,11664
NT12607_732,1,thiopeptide,c0333,154198,180491
NT12608_733,1,NRPS|T1PKS,c0066,150,102602
NT12608_733,1,lassopeptide,c0070,0,8164
NT12608_733,1,arylpolyene,c0098,0,35848
NT12608_733,2,thiopeptide,c0098,141947,168240
NT12608_733,3,NRPS,c0098,517774,561656
NT12608_733,1,RiPP-like,c0151,0,8413
NT12608_733,1,RiPP-like,c0156,0,6192
NT12608_733,1,LAP|RiPP-like,c0193,0,19949
NT12609_734,1,NRPS,c0232,28022,71904
NT12609_734,1,thiopeptide,c0578,249891,276184
NT12609_734,1,NRPS|T1PKS,c1474,0,42422
NT12610_735,1,NRPS,c0523,90087,133969
NT12610_735,1,T1PKS|NRPS,c1017,63559,119246
NT12610_735,1,thiopeptide,c1066,231813,258106
NT12611_736,1,siderophore,c0218,0,12582
NT12611_736,1,T1PKS|NRPS,c0992,12502,61444
NT12611_736,1,thiopeptide,c1362,227231,253524
NT12611_736,1,NRPS,c1549,6583,50465
NT12612_737,1,NRPS,c0080,122389,166271
NT12612_737,1,thiopeptide,c1095,246610,272903
NT12612_737,1,NRPS|T1PKS,c1160,0,57846
NT12612_737,1,NRPS|T1PKS,c1302,415824,466364
NT12613,1,NRPS,4,112516,156398
NT12613,1,thiopeptide,12,39396,65689
NT12613,1,NRPS|T1PKS,23,1355,57042
NT12614_739,1,NRPS,c0060,6494,50376
NT12614_739,1,T1PKS|NRPS,c0440,25683,81370
NT12614_739,1,thiopeptide,c0447,227876,254169
NT12614_739,1,siderophore,c0690,0,13517
NT12615_740,1,thiopeptide,c0138,227332,253625
NT12615_740,1,NRPS,c0195,6681,50563
NT12615_740,1,siderophore,c0655,0,12439
NT12615_740,1,T1PKS|NRPS,c0759,12502,68189
NT12616_171,1,NRPS,NZ_AJFG01000009,171015,214897
NT12616_171,1,thiopeptide,NZ_AJFG01000013,66771,93064
NT12616_171,1,NRPS|T1PKS,NZ_AJFG01000022,61640,117327
NT12616_171,1,siderophore,NZ_AJFG01000065,1339,14633
NT12617_147,1,NRPS,NZ_AOGM01000018,0,29191
NT12617_147,1,thiopeptide,NZ_AOGM01000024,11263,37556
NT12617_147,1,NRPS|T1PKS,NZ_AOGM01000041,24037,66653
NT12618_181,1,NRPS,NZ_AOGL01000009,0,32722
NT12618_181,1,siderophore,NZ_AOGL01000109,2081,15377
NT12619_170,1,NRPS,NZ_AOGN01000021,0,28685
NT12619_170,1,thiopeptide,NZ_AOGN01000028,59031,75540
NT12704_20,1,NRPS,NC_012967.1,576864,620746
NT12704_20,2,thiopeptide,NC_012967.1,957432,983724
NT12705_21,1,NRPS,2,576864,620746
NT12705_21,2,thiopeptide,2,957432,983724
OP50,1,thiopeptide,20,30987,57279
OP50,1,NRPS,61,0,27060
SPC_3.1,1,NRPS|T1PKS,6,0,52605
SPC_3.1,1,NRPS|T1PKS,13,0,38412
SPC_3.1,1,NRPS,44,0,23714
SPC_3.1,1,siderophore,88,0,13380
SPC_3.1,1,RiPP-like,311,0,4343
SPC_4,1,NRPS,32,0,42459
SPC_4,1,arylpolyene,80,0,23657
